,expression,tempo,avg_cent,std_cent,avg_rolloff,std_rolloff,avg_zcross,std_zcross,avg_flt,std_flt,avg_bw,avg_ctr,std_ctr,height,leaves,t-count,operators,2_powers,avg_operand,std_operand,r(>>),r(*),r(&),r(^),r(%),r(|),r(-),r(+),r(/),>>,*,&,^,%,|,-,+,/,fitness
52,(t&8)|(((t>>9)>>6)|(((t*7)-8)&6)),117.1875,1448.6027343870655,491.03939450069413,2978.507313829787,730.6322772560418,0.27181474401595745,0.24676669312981345,0.0002034369099419564,0.001661046757362783,1250.649416925015,43.187574082506295,14.48445334237161,5,6,3,8,2,7,1,0,0,0,0,0,1,0,0,0,2,1,2,0,0,2,1,0,0,34.07961980457756
55,(t%10)+(((t&11)%10)*(t/13)),93.75,1998.6760302393327,355.06492744292973,3271.293218085106,369.82804756221486,0.511284491356383,0.28970040343793657,0.211790069937706,0.05092935264110565,1102.4423107416428,14.919599473293724,3.6179787881746446,4,4,3,6,0,11,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1,1,23.05001943177231
66,((t&2)>>0)>>((t*(t|(t*1)))>>(t^1)),234.375,1512.0693081682346,459.4208112139377,3056.715425531915,663.0518094796769,0.2252202460106383,0.23821543744951723,0.006451031193137169,0.014703900553286076,1267.5855483660132,28.22305755428109,7.204253292976,5,4,5,8,3,1,0,1,0,0,0,0,0,0,0,0,3,2,1,1,0,1,0,0,0,31.674120157185992
70,t>>(t-(t&(t^7))),187.5,1694.7010592417628,350.70682292075344,3227.4767287234044,337.2065311626494,0.2381815159574468,0.23482223844390146,0.2097831815481186,0.20199377834796906,1235.911688167849,15.562591792594061,6.232735502757685,4,1,4,4,0,7,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,28.444095957074918
74,((((t-4)*7)>>5)>>(t&6))^(((t%5)>>4)-((t&6)&1)),58.59375,1979.8751982231372,370.4311917230492,3262.150930851064,342.06732019080374,0.48916015625,0.2800505030517757,0.26030871272087097,0.052437737584114075,1097.7378638977984,14.861463597358512,3.4299855387122795,5,8,4,11,3,4,1,0,0,0,1,0,0,0,0,0,3,1,3,1,1,0,2,0,0,24.647259301312314
0,t>>(t-(t&(t^7))),133.92857142857142,577.8346835989256,39.229103480316205,1496.8085106382978,117.57889313596925,0.0010596742021276595,0.00019940314351745474,0.004631602670997381,0.002821985399350524,957.2825463452406,12.467419737658648,6.716819177733467,4,1,4,4,0,7,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,6.8834745065979615
1,((((t-3)*6)>>6)>>(t&7))^(((t%3)>>3)-((t&6)&1)),0.0,1519.7778357738296,8.181873171331585,2500.0498670212764,0.5675987725719371,0.24860372340425532,0.011469463074212706,5.6328899518121034e-05,0.0005300443153828382,1136.5622487533224,65.16521049118795,31.047829123899383,5,8,4,11,1,4,2,0,0,0,1,0,0,0,0,0,3,1,3,1,1,0,2,0,0,5.989737458673214
2,(t&8)|(((t*9)>>6)|(((t*7)-8)&6)),0.0,1999.9965385259193,0.0314069708366733,2008.4275265957447,47.42527634292447,0.49671916555851064,0.022938926148425413,4.76610402984079e-05,0.00045073783257976174,13.717115182069543,31.199149986445914,31.174314183441844,5,6,3,8,2,7,1,0,0,0,0,0,1,0,0,0,1,2,2,0,0,2,1,0,0,5.678791666423845
3,(t%10)+(((t&11)%10)*12),117.1875,1591.7395280724204,126.34638145151668,3013.031914893617,27.338338362179055,0.49837932180851063,0.10638278433599366,0.036445435136556625,0.009035591967403889,1189.5551145884526,16.887783254099027,6.645831866788301,4,4,2,5,0,10,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1,0,9.816461544173238
4,((t&2)>>0)>>((t*(t|(t>>1)))>>(t^1)),85.22727272727273,1630.902536563601,323.5946333224739,3080.119680851064,476.88739166608747,0.48533909574468087,0.16396427587311668,0.004054626449942589,0.005420317407697439,1208.7299357204326,22.939148064350295,14.559507812566858,5,4,5,8,3,1,0,1,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,0,0,20.14352108132977
