,expression,tempo,avg_cent,std_cent,avg_rolloff,std_rolloff,avg_zcross,std_zcross,avg_flt,std_flt,avg_bw,avg_ctr,std_ctr,height,leaves,t-count,operators,2_powers,avg_operand,std_operand,r(>>),r(*),r(&),r(^),r(%),r(|),r(-),r(+),r(/),>>,*,&,^,%,|,-,+,/,fitness
41,(((t&11)*(((t+(t^8))*7)&(t+6)))%8)|((t*10)&11),187.5,1891.0315117723724,359.0269384280154,3237.8324468085107,441.54750977898004,0.5028154089095744,0.25198366212490714,0.0076180435717105865,0.004222024232149124,1238.2375948597119,20.71976826419501,11.031005272021305,7,7,5,11,2,8,1,0,0,0,0,0,1,0,0,0,0,3,3,1,1,1,0,2,0,22.26799649600542
52,(t&8)|(((t>>9)>>6)|(((t*7)-8)&6)),117.1875,1448.6027343870655,491.03939450069413,2978.507313829787,730.6322772560418,0.27181474401595745,0.24676669312981345,0.0002034369099419564,0.001661046757362783,1250.649416925015,43.187574082506295,14.48445334237161,5,6,3,8,2,7,1,0,0,0,0,0,1,0,0,0,2,1,2,0,0,2,1,0,0,34.07961980457756
55,(t%10)+(((t&11)%10)*(t/13)),93.75,1998.6760302393327,355.06492744292973,3271.293218085106,369.82804756221486,0.511284491356383,0.28970040343793657,0.211790069937706,0.05092935264110565,1102.4423107416428,14.919599473293724,3.6179787881746446,4,4,3,6,0,11,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1,1,23.05001943177231
66,((t&2)>>0)>>((t*(t|(t*1)))>>(t^1)),234.375,1512.0693081682346,459.4208112139377,3056.715425531915,663.0518094796769,0.2252202460106383,0.23821543744951723,0.006451031193137169,0.014703900553286076,1267.5855483660132,28.22305755428109,7.204253292976,5,4,5,8,3,1,0,1,0,0,0,0,0,0,0,0,3,2,1,1,0,1,0,0,0,31.674120157185992
70,t>>(t-(t&(t^7))),187.5,1694.7010592417628,350.70682292075344,3227.4767287234044,337.2065311626494,0.2381815159574468,0.23482223844390146,0.2097831815481186,0.20199377834796906,1235.911688167849,15.562591792594061,6.232735502757685,4,1,4,4,0,7,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,28.444095957074918
74,((((t-4)*7)>>5)>>(t&6))^(((t%5)>>4)-((t&6)&1)),58.59375,1979.8751982231372,370.4311917230492,3262.150930851064,342.06732019080374,0.48916015625,0.2800505030517757,0.26030871272087097,0.052437737584114075,1097.7378638977984,14.861463597358512,3.4299855387122795,5,8,4,11,3,4,1,0,0,0,1,0,0,0,0,0,3,1,3,1,1,0,2,0,0,24.647259301312314
77,((t*10)>>10)^(((t&9)-9)*10),29.296875,1067.3235972195223,357.0639510814383,2337.782579787234,687.0076971638146,0.18055186170212767,0.10593782472875835,0.00038338956073857844,0.0015182880451902747,973.4654234034953,37.45749655821958,20.094871913518162,4,5,2,6,0,9,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,1,0,0,22.716129376641764
8,t/((t+9)|7),104.16666666666667,2434.683105816209,697.6722790761554,3992.386968085106,8.379473324010958,0.4947681183510638,0.32191611430710304,0.003923899494111538,0.004614169243723154,1610.3884855882745,19.145198065087285,19.864922235841114,3,2,2,3,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,61.076656212116596
8,(((t&11)*(((t+(t^8))*7)&(t+6)))%8)|((t*(t^5))&11),0.0,773.4146530863865,379.0039780298939,1671.875,788.2215539333508,0.12416057180851064,0.12369035307663645,2.4335560738109052e-05,0.00034959250479005277,906.2374835562695,40.22075542260584,24.950112908836687,7,7,6,12,2,8,2,0,0,0,0,0,1,0,0,0,0,3,3,2,1,1,0,2,0,24.037139228025787
0,(t&11)|(((t>>8)>>4)|(((t*9)-10)&4)),0.0,2418.9395722157933,15.327914231503811,3988.3976063829787,66.96116680556044,0.49720744680851064,0.022938926148425413,4.520574657362886e-05,0.00042618208681233227,1242.3371352554468,67.44702867191131,38.89648847596145,5,6,3,8,3,7,3,0,0,0,0,0,1,0,0,0,2,1,2,0,0,2,1,0,0,6.0744074090708065
1,t>>(t-(t&(t^(t>>6)))),117.1875,777.618250486101,299.46307428907113,1972.9554521276596,854.8681471093554,6.233377659574468e-06,5.4815932339897455e-05,0.0002528519544284791,0.0017504461575299501,1087.8596114062982,51.53144550803876,35.85295661338101,5,1,5,5,0,6,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,18.74941360692329
