,expression,tempo,avg_cent,std_cent,avg_rolloff,std_rolloff,avg_zcross,std_zcross,avg_flt,std_flt,avg_bw,avg_ctr,std_ctr,height,leaves,t-count,operators,2_powers,avg_operand,std_operand,r(>>),r(*),r(&),r(^),r(%),r(|),r(-),r(+),r(/),>>,*,&,^,%,|,-,+,/,fitness
41,(((t&11)*(((t+(t^8))*7)&(t+6)))%8)|((t*10)&11),187.5,1891.0315117723724,359.0269384280154,3237.8324468085107,441.54750977898004,0.5028154089095744,0.25198366212490714,0.0076180435717105865,0.004222024232149124,1238.2375948597119,20.71976826419501,11.031005272021305,7,7,5,11,2,8,1,0,0,0,0,0,1,0,0,0,0,3,3,1,1,1,0,2,0,22.26799649600542
52,(t&8)|(((t>>9)>>6)|(((t*7)-8)&6)),117.1875,1448.6027343870655,491.03939450069413,2978.507313829787,730.6322772560418,0.27181474401595745,0.24676669312981345,0.0002034369099419564,0.001661046757362783,1250.649416925015,43.187574082506295,14.48445334237161,5,6,3,8,2,7,1,0,0,0,0,0,1,0,0,0,2,1,2,0,0,2,1,0,0,34.07961980457756
55,(t%10)+(((t&11)%10)*(t/13)),93.75,1998.6760302393327,355.06492744292973,3271.293218085106,369.82804756221486,0.511284491356383,0.28970040343793657,0.211790069937706,0.05092935264110565,1102.4423107416428,14.919599473293724,3.6179787881746446,4,4,3,6,0,11,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1,1,23.05001943177231
66,((t&2)>>0)>>((t*(t|(t*1)))>>(t^1)),234.375,1512.0693081682346,459.4208112139377,3056.715425531915,663.0518094796769,0.2252202460106383,0.23821543744951723,0.006451031193137169,0.014703900553286076,1267.5855483660132,28.22305755428109,7.204253292976,5,4,5,8,3,1,0,1,0,0,0,0,0,0,0,0,3,2,1,1,0,1,0,0,0,31.674120157185992
70,t>>(t-(t&(t^7))),187.5,1694.7010592417628,350.70682292075344,3227.4767287234044,337.2065311626494,0.2381815159574468,0.23482223844390146,0.2097831815481186,0.20199377834796906,1235.911688167849,15.562591792594061,6.232735502757685,4,1,4,4,0,7,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,28.444095957074918
74,((((t-4)*7)>>5)>>(t&6))^(((t%5)>>4)-((t&6)&1)),58.59375,1979.8751982231372,370.4311917230492,3262.150930851064,342.06732019080374,0.48916015625,0.2800505030517757,0.26030871272087097,0.052437737584114075,1097.7378638977984,14.861463597358512,3.4299855387122795,5,8,4,11,3,4,1,0,0,0,1,0,0,0,0,0,3,1,3,1,1,0,2,0,0,24.647259301312314
77,((t*10)>>10)^(((t&9)-9)*10),29.296875,1067.3235972195223,357.0639510814383,2337.782579787234,687.0076971638146,0.18055186170212767,0.10593782472875835,0.00038338956073857844,0.0015182880451902747,973.4654234034953,37.45749655821958,20.094871913518162,4,5,2,6,0,9,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,1,0,0,22.716129376641764
0,t>>(t-(t&(t^7))),0.0,2705.2542304734125,14.79464633949289,3504.621010638298,6.268319617490359,0.8701130319148936,0.04014312075974449,6.382512219715863e-05,0.000602447718847543,1028.0682661683957,68.01415504585916,38.142274917092806,4,1,4,4,0,7,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,6.063354334209052
1,(t>>8)|(((t>>9)>>6)|(((t*7)-8)&6)),117.1875,244.42325981280518,206.23086657213062,384.54122340425533,631.7399618587865,1.8700132978723404e-05,9.370821379471144e-05,0.00014892280159983784,0.0006482546450570226,613.9883822243071,23.681176248712255,14.960054110054886,5,6,3,8,2,7,1,0,0,0,0,0,1,0,0,0,3,1,1,0,0,2,1,0,0,13.183404154712552
2,((t&2)>>1)>>((t*(t|(t*1)))>>(t^3)),187.5,1879.2617008342077,160.30345997350983,3462.4002659574467,58.9076514232732,0.46603224734042553,0.06484244610681611,0.06741064041852951,0.0051017641089856625,1219.3002497641423,21.848778228264152,4.086701111390176,5,4,5,8,3,1,0,1,0,0,0,0,0,0,0,0,3,2,1,1,0,1,0,0,0,11.580056719048969
3,(((t&8)*(((t+(t^6))*6)&(t+6)))%8)|((t*9)&11),0.0,1996.8669992057276,34.023482865916804,2005.369015957447,14.452893202997293,0.49669423204787233,0.02307241926578326,4.7785542847123e-05,0.00045099135604687035,13.689763920087705,26.876980288876776,31.108402151464812,7,7,5,11,2,7,1,0,0,0,0,0,1,0,0,0,0,3,3,1,1,1,0,2,0,6.682997541690379
