,expression,tempo,avg_cent,std_cent,avg_rolloff,std_rolloff,avg_zcross,std_zcross,avg_flt,std_flt,avg_bw,avg_ctr,std_ctr,height,leaves,t-count,operators,2_powers,avg_operand,std_operand,r(>>),r(*),r(&),r(^),r(%),r(|),r(-),r(+),r(/),>>,*,&,^,%,|,-,+,/,fitness
52,(t&8)|(((t>>9)>>6)|(((t*7)-8)&6)),117.1875,1448.6027343870655,491.03939450069413,2978.507313829787,730.6322772560418,0.27181474401595745,0.24676669312981345,0.0002034369099419564,0.001661046757362783,1250.649416925015,43.187574082506295,14.48445334237161,5,6,3,8,2,7,1,0,0,0,0,0,1,0,0,0,2,1,2,0,0,2,1,0,0,34.07961980457756
55,(t%10)+(((t&11)%10)*(t/13)),93.75,1998.6760302393327,355.06492744292973,3271.293218085106,369.82804756221486,0.511284491356383,0.28970040343793657,0.211790069937706,0.05092935264110565,1102.4423107416428,14.919599473293724,3.6179787881746446,4,4,3,6,0,11,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1,1,23.05001943177231
66,((t&2)>>0)>>((t*(t|(t*1)))>>(t^1)),234.375,1512.0693081682346,459.4208112139377,3056.715425531915,663.0518094796769,0.2252202460106383,0.23821543744951723,0.006451031193137169,0.014703900553286076,1267.5855483660132,28.22305755428109,7.204253292976,5,4,5,8,3,1,0,1,0,0,0,0,0,0,0,0,3,2,1,1,0,1,0,0,0,31.674120157185992
70,t>>(t-(t&(t^7))),187.5,1694.7010592417628,350.70682292075344,3227.4767287234044,337.2065311626494,0.2381815159574468,0.23482223844390146,0.2097831815481186,0.20199377834796906,1235.911688167849,15.562591792594061,6.232735502757685,4,1,4,4,0,7,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,28.444095957074918
74,((((t-4)*7)>>5)>>(t&6))^(((t%5)>>4)-((t&6)&1)),58.59375,1979.8751982231372,370.4311917230492,3262.150930851064,342.06732019080374,0.48916015625,0.2800505030517757,0.26030871272087097,0.052437737584114075,1097.7378638977984,14.861463597358512,3.4299855387122795,5,8,4,11,3,4,1,0,0,0,1,0,0,0,0,0,3,1,3,1,1,0,2,0,0,24.647259301312314
77,((t*10)>>10)^(((t&9)-9)*10),29.296875,1067.3235972195223,357.0639510814383,2337.782579787234,687.0076971638146,0.18055186170212767,0.10593782472875835,0.00038338956073857844,0.0015182880451902747,973.4654234034953,37.45749655821958,20.094871913518162,4,5,2,6,0,9,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,1,0,0,22.716129376641764
6,((((t-4)*7)>>5)>>(t&6))^(((t>>5)>>4)-((t&6)&1)),72.11538461538461,1932.6573884133597,597.3570085855381,3695.7945478723404,362.914696291846,0.49671293218085105,0.022938940452005258,0.0014119796687737107,0.003974165301769972,1474.6645368559518,25.467564024711276,11.068391451340238,5,8,4,11,3,4,1,0,0,0,1,0,0,0,0,0,4,1,3,1,0,0,2,0,0,52.009357770047636
0,((((t-2)*8)>>7)>>(t&5))^(((t%1)>>4)-((t&7)&1)),156.25,1283.949437950217,82.852051924016,2520.9940159574467,33.78883123586327,0.12381358045212766,0.005734731537106353,0.0012011474464088678,0.0012368946336209774,1048.2335511975598,25.65516045092793,10.155506432334974,5,8,4,11,5,4,2,0,0,0,1,0,0,0,0,0,3,1,3,1,1,0,2,0,0,8.47732949388739
1,((t&2)>>0)>>((t*(t|(t*1)))>>(t^1)),117.1875,1437.0073410871275,84.16934724446061,2551.4627659574467,87.66541655201198,0.250434258643617,0.0171502341581854,0.018321627750992775,0.009118527173995972,1049.6855550988644,22.08745772386167,8.326597369431266,5,4,5,8,3,1,0,1,0,0,0,0,0,0,0,0,3,2,1,1,0,1,0,0,0,8.47966481274395
2,((t>>10)>>10)^(((t&9)-9)*10),0.0,1999.9965385259193,0.0314069708366733,2008.4275265957447,47.42527634292447,0.49671916555851064,0.022938926148425413,4.76610402984079e-05,0.00045073783257976174,13.717115182069543,31.199149986445914,31.174314183441844,4,5,2,6,0,9,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,0,1,0,0,5.678791666423845
3,(t&8)|(((t>>9)%6)|(((t*7)-8)&6)),0.0,7.530937479353159,67.85398360849722,19.98005319148936,174.04672034761376,1.2466755319148936e-05,0.00010963186467979491,1.749111106619239e-05,0.0002196182031184435,10.775324901898928,35.41319170144393,31.905950157532942,5,6,3,8,2,7,1,0,0,0,0,0,1,0,0,0,1,1,2,0,1,2,1,0,0,7.6863945733053285
4,(t%10)+(((t&14)%6)*(t/16)),117.1875,2272.957214371695,428.6835431805759,3811.0372340425533,364.28079421581333,0.4751703789893617,0.24370455942605573,0.002372215734794736,0.004271762445569038,1414.0622932085862,43.2915993386484,22.073413063960075,4,4,3,6,1,11,4,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1,1,29.098278477032792
5,((((t-4)&7)>>5)>>(t&6))^(((t>>5)>>4)-((t&6)&1)),0.0,2612.79763459801,6.970532095781693,3998.936170212766,12.30675248832094,0.49671916555851064,0.022938926148425413,3.330422623548657e-05,0.0003141150518786162,1502.0995968256536,80.60235044680012,31.624522095414637,5,8,4,11,3,4,1,0,0,0,1,0,0,0,0,0,4,0,4,1,0,0,2,0,0,5.900256438792157
6,t>>(t-(t&7)),0.0,37.87713814653182,61.58322708629126,23.636968085106382,121.26960121936266,6.233377659574468e-06,5.4815932339897455e-05,1.0665388572306256e-06,8.191705092031043e-06,236.58011235960316,56.86396063345925,12.675770833442801,3,1,3,3,0,7,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,7.537593877623254
